Filename,Detected Objects
Used_to_be_the_old_Apple_Valley_Inn__Reported_to_h.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.28), library (0.19), restaurant, eating house, eating place, eatery (0.12), barbershop (0.08), bookshop, bookstore, bookstall (0.06)"
_I___90th____Concrete_slabs_of_cells_still_remain_.png,"picket fence, paling (0.66), prison, prison house (0.06), worm fence, snake fence, snake-rail fence, Virginia fence (0.02)"
A_ghost_is_known_to_haunt_the_Opera_House_in_downt.png,"fountain (0.33), theater curtain, theatre curtain (0.20), organ, pipe organ (0.12), palace (0.06), toaster (0.04)"
Back_many_years_ago_a_band_director_was_directing.png,"church, church building (0.87), monastery (0.03), beacon, lighthouse, beacon light, pharos (0.02)"
In_the_Early_1900_s_a_young_girl_around_15_was_kid.png,"vault (0.43), prison, prison house (0.30), space shuttle (0.03), bannister, banister, balustrade, balusters, handrail (0.02)"
The_name_of_a_man_that_killed_a_little_boy__was_wr.png,"brass, memorial tablet, plaque (0.16), golf ball (0.12), street sign (0.05), menu (0.02), book jacket, dust cover, dust jacket, dust wrapper (0.02)"
It_is_said_that_a_little_girl_fell_into_this_well.png,"kuvasz (0.47), Great Pyrenees (0.38), Samoyed, Samoyede (0.07)"
Haunted_by_the_ghosts_of_several_Civil_War_soldier.png,"swab, swob, mop (0.44), broom (0.25), shovel (0.05), ballplayer, baseball player (0.04), bow (0.03)"
There_has_been_rumors_of_monks_and_priest_that_hav.png,"bell cote, bell cot (0.54), church, church building (0.22), monastery (0.07)"
both_the_ride_itself_and_the_women_s__employee__lo.png,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM (0.61), shower cap (0.05), wig (0.02)"
It_s_said_that_there_is_a_female_ghost_that_walks.png,"restaurant, eating house, eating place, eatery (0.40), candle, taper, wax light (0.13), dining table, board (0.03), bakery, bakeshop, bakehouse (0.02)"
An_office_building__now_vacant__on_Yale_Ave__in_so.png,"window shade (0.16), sliding door (0.15), window screen (0.12), prison, prison house (0.08), barbershop (0.02)"
Many_sightings_of_the__Ghost_Children__have_occurr.png,"mobile home, manufactured home (0.43), sliding door (0.06), greenhouse, nursery, glasshouse (0.06), picket fence, paling (0.03), shopping cart (0.02)"
Screams_and_cries_can_be_heard_in_this_forest__Als.png,"lakeside, lakeshore (0.41), window screen (0.21), fountain (0.04), park bench (0.03), shower curtain (0.03)"
The_tunnels_that_run_underneath_Fullerton_are_acce.png,"shoji (0.23), sliding door (0.22), passenger car, coach, carriage (0.10), bannister, banister, balustrade, balusters, handrail (0.04), prison, prison house (0.04)"
The_grave_of_Jonathon_Buck_has_a_footprint_cracked.png,"brass, memorial tablet, plaque (0.65), doormat, welcome mat (0.05), manhole cover (0.02)"
Not_to_much_is_told_about_the_hotel__but_there_is.png,"prison, prison house (0.81), vault (0.02), shoji (0.02)"
there_is_a_mausoleum_in_that_cemetery_that_opens_u.png,"vault (0.67), church, church building (0.15), monastery (0.07), altar (0.02)"
The_upper_suites__very_cold_at_night_and_feeling_v.png,"studio couch, day bed (0.72), four-poster (0.05), quilt, comforter, comfort, puff (0.03)"
You_can_hear_noises__and_people_have_sighted_a_fem.png,"cloak (0.55), vestment (0.13), fur coat (0.06)"
Heard_a_clear_and_distinct_scream_of_a_woman_.png,"punching bag, punch bag, punching ball, punchball (0.22), spotlight, spot (0.09), cloak (0.07), shower curtain (0.06), tub, vat (0.04)"
About_in_the_seventies__it_is_told_by_former_nurse.png,"prison, prison house (0.76), shoji (0.03), sliding door (0.03)"
the_road_from_Bakersfield_Elementary_School__The_r.png,"park bench (0.10), lakeside, lakeshore (0.10), mailbox, letter box (0.05), car mirror (0.04), street sign (0.03)"
Downtown_Old_4th_Ave_Movie_Theatre___Some_see_a_la.png,"sliding door (0.42), passenger car, coach, carriage (0.14), prison, prison house (0.13), turnstile (0.03), library (0.03)"
the_old_Fox_Theatre_building_is_rumored_to_have_Mi.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.98)"
Reports_of_an_elderly_Indian_couple_roaming_the_gr.png,"monastery (0.49), prison, prison house (0.20), palace (0.16)"
According_to_security_guards__a_woman_was_shot_by.png,"prison, prison house (0.97)"
haunted_by_the_ghost_of_an_old_miner_.png,"barn (0.55), church, church building (0.13), picket fence, paling (0.11), boathouse (0.04)"
A_woman_named_Felicitae_Chretien_killed_a_pirate_o.png,"rocking chair, rocker (0.72), cradle (0.03), bannister, banister, balustrade, balusters, handrail (0.03), throne (0.02)"
Every_year_at_about_the_same_time_during_the_first.png,"prison, prison house (0.70), vault (0.17)"
Edgar_Allan_Poe_s_house_is_haunted_by_a_heavyset_f.png,"church, church building (0.66), barn (0.08), prison, prison house (0.06), boathouse (0.03)"
Lights_flicker_although_there_is_no_electricity__g.png,"prison, prison house (0.47), castle (0.09), monastery (0.04), ambulance (0.04), pickup, pickup truck (0.02)"
Fort_McClellan___A_very_old_fort_that_is_now_close.png,"prison, prison house (0.75), monastery (0.05), picket fence, paling (0.03), library (0.02), palace (0.02)"
This_graveyard_known_as_been_haunted__There_is_a_h.png,"monastery (0.55), church, church building (0.06), castle (0.04), bell cote, bell cot (0.03), lakeside, lakeshore (0.03)"
a_few_years_ago_an_MTA_bus_crashed_into_a_small_ca.png,"minibus (0.37), minivan (0.35), police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria (0.03), moving van (0.02), jeep, landrover (0.02)"
On_numerous_occasions_while_closing_the_library_in.png,library (0.85)
This_is_Little_Rock_s_historic_district__Hundreds.png,"library (0.50), palace (0.37)"
Reported_sighting_of_the_Dearlady_Running_right_al.png,"fountain (0.47), pedestal, plinth, footstall (0.25)"
Owners_noticed_that_the_house_had_very_cold_spots.png,"fire screen, fireguard (0.19), plate rack (0.18), china cabinet, china closet (0.11), dining table, board (0.03), entertainment center (0.03)"
On_Wilshire_Boulevard_near_Vermont__Now_part_of_th.png,"library (0.57), prison, prison house (0.33)"
if_you_drive_to_the_very_back_of_the_cemetery_in_f.png,"worm fence, snake fence, snake-rail fence, Virginia fence (0.51), picket fence, paling (0.22), pedestal, plinth, footstall (0.02), maze, labyrinth (0.02)"
Some_say_they_have_seen_a_young_girl_walking_aroun.png,"prison, prison house (0.76), vault (0.07), sliding door (0.02)"
In_the_theater_the_house_light_will_randomly_turn.png,"theater curtain, theatre curtain (0.69), spotlight, spot (0.15), stage (0.02), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
Strange_presence_felt___EVPs_recorded_.png,"prison, prison house (0.49), bannister, banister, balustrade, balusters, handrail (0.05), mosquito net (0.05), turnstile (0.03), window screen (0.03)"
former_site_of_MacAteer_H_S____singing_can_be_hear.png,"window shade (0.29), library (0.20), window screen (0.14), prison, prison house (0.07), mobile home, manufactured home (0.04)"
It_is_said_that_people_have_seen_kids_being_hung_b.png,"prison, prison house (0.82), sliding door (0.04), abaya (0.03), vault (0.02)"
When_going_up_the_stairs_to_the_second_floor__ther.png,"bannister, banister, balustrade, balusters, handrail (0.88), prison, prison house (0.03)"
Cars_break_down_frequently_on_this_bridge__even_sc.png,suspension bridge (0.93)
A_former_patron_of_this_Irish_Pub_who_died_in_a_sl.png,"barbershop (0.63), restaurant, eating house, eating place, eatery (0.08), bakery, bakeshop, bakehouse (0.06), bookshop, bookstore, bookstall (0.04), library (0.03)"
The_legend_of_the_bridge_past_Kitchen_Lake_is_that.png,"barn (0.27), beacon, lighthouse, beacon light, pharos (0.09), boathouse (0.09), water tower (0.07), wreck (0.03)"
There_have_been_many_sightings_of_a_ghost_named_Ja.png,"nematode, nematode worm, roundworm (0.13), matchstick (0.08), digital clock (0.05), jack-o'-lantern (0.02), theater curtain, theatre curtain (0.02)"
Once_an_ARMY_barrack__people_have_reported_seeing.png,"restaurant, eating house, eating place, eatery (0.14), vestment (0.07), church, church building (0.06), prison, prison house (0.06), palace (0.03)"
Haunted_by_Dr__Griswold__the_founder_of_the_school.png,"church, church building (0.45), groom, bridegroom (0.04), bell cote, bell cot (0.02)"
Barry_Hall___In_the_nights_there_are_ghosts_seen_i.png,"church, church building (0.91)"
Apparitions_of_a_mob_beating_each_other_up_with_cu.png,"theater curtain, theatre curtain (0.37), book jacket, dust cover, dust jacket, dust wrapper (0.08), prison, prison house (0.06), shower curtain (0.05), comic book (0.04)"
Witnesses_report_hearing_humming_like_a_person_was.png,"abaya (0.34), cloak (0.10), theater curtain, theatre curtain (0.09), gown (0.07), groom, bridegroom (0.02)"
This_is_a_turn_of_the_century_building_used_by_a_C.png,"church, church building (0.96)"
Reports_of_a_residual_scene_of_a_murder_happening.png,"swimming trunks, bathing trunks (0.06), bathing cap, swimming cap (0.05), book jacket, dust cover, dust jacket, dust wrapper (0.04), brassiere, bra, bandeau (0.03), comic book (0.03)"
It_is_said_that_along_the_river_there_is_an_old_ha.png,"lakeside, lakeshore (0.84), park bench (0.07)"
Balls_of_light_and_strange_eerie_noises_infest_the.png,"lakeside, lakeshore (0.85), park bench (0.07), valley, vale (0.02)"
People_have_reported_there_names_being_called_in_o.png,"picket fence, paling (0.54), worm fence, snake fence, snake-rail fence, Virginia fence (0.38)"
This_old_fort_is_haunted_by_soldiers_that_died_the.png,"castle (0.73), palace (0.04), prison, prison house (0.03), monastery (0.03), cinema, movie theater, movie theatre, movie house, picture palace (0.02)"
Has_been_removed__It_is_now_a_private_residence__N.png,"palace (0.58), monastery (0.06), prison, prison house (0.04), boathouse (0.02)"
During_any_time_of_a_school_day__you_can_peek_thro.png,"shoji (0.24), sliding door (0.15), window shade (0.09), window screen (0.08), abaya (0.02)"
It_is_said_that_when_the_theater_was_first_being_b.png,"theater curtain, theatre curtain (0.39), altar (0.13), cloak (0.09), throne (0.04), vault (0.03)"
Hughes_Hall___Room_219____Appliances_turn_on_by_th.png,"refrigerator, icebox (0.65), microwave, microwave oven (0.08), stove (0.03), washer, automatic washer, washing machine (0.02), dishwasher, dish washer, dishwashing machine (0.02)"
If_you_ever_take_the_time_to_visit_this_location_.png,"cliff, drop, drop-off (0.30), wool, woolen, woollen (0.13), knot (0.07), valley, vale (0.05), alp (0.03)"
Prankster_Indian_boy_plays_on_the_Mezzanine__headl.png,"prison, prison house (0.29), sunglasses, dark glasses, shades (0.20), mask (0.14), sunglass (0.07), bow tie, bow-tie, bowtie (0.05)"
There_s_a_little_girl_who_died_in_the_place__She_s.png,"bannister, banister, balustrade, balusters, handrail (0.26), prison, prison house (0.08), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.06), radiator (0.05), iron, smoothing iron (0.04)"
NASA_GSFC___Bldg__17___second_floor_has_cold_spots.png,"sliding door (0.64), wardrobe, closet, press (0.13), refrigerator, icebox (0.11)"
Place_is_known_to_be_haunted_by_a_man_name_Martin.png,"mailbox, letter box (0.15), parking meter (0.06), street sign (0.04), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.04), planetarium (0.04)"
Its_the_oldest_building_in_the_city__and_is_so_hau.png,"four-poster (0.09), upright, upright piano (0.08), theater curtain, theatre curtain (0.08), fire screen, fireguard (0.05), vault (0.05)"
said_to_have_a_ghost_that_appears_as_a_glowing_mas.png,"prison, prison house (0.62), stove (0.08), tub, vat (0.08), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.03), photocopier (0.02)"
There_have_been_countless_deaths_and_mishaps_in_th.png,vault (0.97)
A_few_people_have_reported_picking_up_a_female_hit.png,"space shuttle (0.12), toilet tissue, toilet paper, bathroom tissue (0.11), toilet seat (0.03), cloak (0.02), mask (0.02)"
the_Cary_House_Hotel_is_one_of_Placervilles_most_h.png,"four-poster (0.26), sliding door (0.20), home theater, home theatre (0.11), window shade (0.08), wardrobe, closet, press (0.04)"
Venice_high_school___it_has_been_said_that_auditor.png,"cinema, movie theater, movie theatre, movie house, picture palace (0.64), theater curtain, theatre curtain (0.21)"
A_former_worker__and_one_of_the_people_who_helped.png,"barbershop (0.08), ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.05), sliding door (0.04), television, television system (0.04), crutch (0.04)"
The_original_proprietor_of_the_building__and_sever.png,"bookshop, bookstore, bookstall (0.46), restaurant, eating house, eating place, eatery (0.26), bakery, bakeshop, bakehouse (0.04), tobacco shop, tobacconist shop, tobacconist (0.04), barbershop (0.04)"
Gymnasium___Witnesses_have_reported_that_the_High.png,"library (0.51), volleyball (0.10), horizontal bar, high bar (0.05), vault (0.04), shoji (0.03)"
Feeling_of_not_being_alone_in_the_building_after_h.png,"prison, prison house (0.89), vault (0.03)"
The_school_burnt_down_a_few_years_back_killing_a_f.png,"shoji (0.28), sliding door (0.26), prison, prison house (0.05), fire screen, fireguard (0.04), bannister, banister, balustrade, balusters, handrail (0.03)"
William_O__Darby_Jr__High_School___The_staircase_i.png,"prison, prison house (0.42), sliding door (0.06), shoji (0.06), bannister, banister, balustrade, balusters, handrail (0.03)"
Dykstra_Hall___Dykstra_10th_floor_showers_turn_on.png,"sliding door (0.27), shoji (0.24), medicine chest, medicine cabinet (0.06), washbasin, handbasin, washbowl, lavabo, wash-hand basin (0.05), wardrobe, closet, press (0.03)"
On_dark_nights__when_the_moon_is_not_bright__voice.png,"window screen (0.29), tub, vat (0.07), bathtub, bathing tub, bath, tub (0.04), bannister, banister, balustrade, balusters, handrail (0.03), tray (0.03)"
The_ghost_light_of_a_young_girl_that_died_trying_t.png,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin (0.49), mailbox, letter box (0.14), washer, automatic washer, washing machine (0.02), groom, bridegroom (0.02), bucket, pail (0.02)"
Browns_Springs_is_a_very_widely_known_in_and_aroun.png,"pedestal, plinth, footstall (0.38), obelisk (0.30), brass, memorial tablet, plaque (0.09), megalith, megalithic structure (0.05)"
The_vaudeville_era_Palace_at_6th_and_Broadway_is_s.png,"theater curtain, theatre curtain (0.72), home theater, home theatre (0.07), cinema, movie theater, movie theatre, movie house, picture palace (0.04)"
the_old_hospital___There_is_a_presence_that_inhabi.png,"prison, prison house (0.47), sliding door (0.15), spotlight, spot (0.06), vault (0.02), shoji (0.02)"
If_you_look_through_the_gates_at_the_Old_Mill__you.png,"knot (0.76), swab, swob, mop (0.02)"
College_Road___right_off_main_street__has_seven_hi.png,"car mirror (0.47), traffic light, traffic signal, stoplight (0.05), dam, dike, dyke (0.05), park bench (0.03), water tower (0.02)"
There_is_a_school_off_in_the_woods_behind_lake_blu.png,"barn (0.85), thatch, thatched roof (0.04), boathouse (0.03)"
in_the_80_s_a_student_died_in_a_crash__he_said_to.png,"cloak (0.88), abaya (0.05)"
The_story_behind_green_eyes_is_unclear_nobody_real.png,"mask (0.59), ski mask (0.09), loupe, jeweler's loupe (0.02)"
Each_year_on_Halloween_the_local_Drama_Club_puts_u.png,"church, church building (0.53), castle (0.17), palace (0.07), birdhouse (0.05), monastery (0.02)"
Reports_of_orbs_and_the_sounds_of_a_battle_emanati.png,golf ball (0.96)
Formerly_the_Redwood_Hospital___is_said_to_be_haun.png,"monastery (0.39), lakeside, lakeshore (0.08), castle (0.07), prison, prison house (0.06), palace (0.05)"
