Filename,Caption
Apparitions__Sightings___voices_.png,a black and white photo of a building with a clock tower .
Haunted_by_a_ghost_called_Willie_who_died_in_a_can.png,a black and white photo of a bunch of people
There_are_stories_that_a_lady_in_white_is_seen_at.png,a view of a street from a car window .
When_driving_up_92_near_Skyline_Cemetery__at_aroun.png,a car that is sitting in the grass .
5_miles_east_of_town__there_is_a_large_black_post.png,a black and white photo of a park bench
In_the_late_1800_s__the_Waters_family_had_recently.png,a black and white photo of a boat in the water .
The_youngest_daughter_has_reported_almost_all_the.png,a man taking a picture of himself in a mirror .
There_are_3_spirits_that_are_in_the_place_all_the.png,an old black and white photo of a house
There_have_been_numerous_reports_over_the_years_re.png,a black and white photo of a building with a clock tower .
A_man_from_the_Mining_Days_of_Georgetown_was_captu.png,a man standing on a sidewalk next to a fire hydrant .
The_old_adolescent_s_ward_used_to_have_adults__A_l.png,a person standing in front of a bathroom mirror .
A_student_who_shot_himself_in_the_parking_lot_is_s.png,a group of people standing outside of a building .
NASA_GSFC___Bldg__22___feels_like_some_one_is_play.png,a tall building with a clock on it .
An_old_Indian_man_is_said_to_walk_the_campus_at_ni.png,a black and white photo of a man standing in front of a building .
Old_Music_Building_____September_2004_Update__The.png,a red fire hydrant in front of a building .
Westminster_Ave__Apartment_Bldg____Charlie_Chaplin.png,a large building with a clock tower on top of it .
Historic_District____There_is_a_bar_called_the_Jud.png,a living room with a fire place and a fire place .
Haunted_by_a_transient_and_his_dog_seen_walking_th.png,a black and white photo of a train
In_May_1976_on_a_memorial_night_Rocks_of_all_sizes.png,a black and white photo of a city street .
Noises_such_as_stomping_and_eraser_banging_are_hea.png,a black and white photo of a vase with flowers in it .
